"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
379,CLINICAL PHARMACOLOGY & THERAPEUTICS,"15,513",7.266,7.017,0.025210
380,Health Psychology Review,"1,084",7.241,8.069,0.003740
381,IEEE NETWORK,"3,014",7.230,6.410,0.008880
382,ChemSusChem,"16,392",7.226,7.727,0.041910
382,EUROPEAN JOURNAL OF EPIDEMIOLOGY,"6,462",7.226,6.312,0.015860
384,ADVANCES IN COLLOID AND INTERFACE SCIENCE,"11,405",7.223,9.446,0.014430
385,Eurosurveillance,"7,773",7.202,5.244,0.031710
386,APPLIED ENERGY,"48,306",7.182,7.500,0.088430
387,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"43,605",7.168,7.829,0.083150
388,EPIDEMIOLOGIC REVIEWS,"3,282",7.160,8.785,0.003790
389,IEEE TRANSACTIONS ON POWER ELECTRONICS,"36,425",7.151,7.710,0.061060
390,Lancet Haematology,571,7.123,7.140,0.002670
391,JOURNAL OF HEART AND LUNG TRANSPLANTATION,"9,754",7.114,6.058,0.023890
392,ENVIRONMENT INTERNATIONAL,"17,043",7.088,7.729,0.026370
393,MOVEMENT DISORDERS,"23,012",7.072,6.375,0.036490
394,Genome Medicine,"3,161",7.071,7.020,0.015930
395,Clinical Epidemiology,"1,625",7.056,Not Available,0.007840
396,EARTH-SCIENCE REVIEWS,"11,908",7.051,9.078,0.024400
397,CRITICAL CARE MEDICINE,"38,568",7.050,7.333,0.062440
398,Conservation Letters,"2,420",7.020,7.316,0.009040
399,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"24,970",7.002,6.167,0.033230
400,Oceanography and Marine Biology,"2,190",7.000,8.310,0.001110
401,EUROPEAN JOURNAL OF HEART FAILURE,"9,839",6.968,7.097,0.026510
402,GONDWANA RESEARCH,"9,488",6.959,7.504,0.026900
403,mBio,"10,112",6.956,7.165,0.053780
404,JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,8.245,0.002840
404,JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,8.245,0.002840
406,Comprehensive Physiology,"2,641",6.949,7.530,0.012260
407,WATER RESEARCH,"73,010",6.942,7.715,0.076100
408,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,434",6.938,7.509,0.005960
409,2D Materials,"1,260",6.937,6.943,0.006160
410,CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,440",6.932,7.129,0.025760
411,AMERICAN JOURNAL OF CLINICAL NUTRITION,"55,960",6.926,7.506,0.060650
412,Arthritis & Rheumatology,"5,357",6.918,6.958,0.025670
413,JOURNAL OF PATHOLOGY,"16,079",6.894,6.868,0.026920
414,Advanced Optical Materials,"3,535",6.875,6.601,0.013590
415,GigaScience,"1,145",6.871,10.644,0.007590
416,HYPERTENSION,"35,554",6.857,6.699,0.048750
417,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,"11,343",6.852,5.457,0.018640
418,JOURNAL OF SERVICE RESEARCH,"3,888",6.847,7.267,0.003470
419,JOURNAL OF CATALYSIS,"44,018",6.844,7.610,0.033410
420,SPORTS MEDICINE,"11,353",6.832,7.622,0.016240
421,Science Signaling,"9,495",6.830,7.109,0.039960
422,CRITICAL REVIEWS IN PLANT SCIENCES,"3,081",6.825,6.541,0.002710
423,Circulation-Cardiovascular Imaging,"4,472",6.803,7.069,0.019080
424,Advances in Catalysis,"1,471",6.800,7.533,0.000430
425,Molecular Metabolism,"1,626",6.799,6.824,0.008800
426,CYTOKINE & GROWTH FACTOR REVIEWS,"5,514",6.794,7.133,0.008440
427,ACTA PSYCHIATRICA SCANDINAVICA,"12,783",6.790,5.873,0.012780
427,ACTA PSYCHIATRICA SCANDINAVICA,"12,783",6.790,5.873,0.012780
429,CANADIAN MEDICAL ASSOCIATION JOURNAL,"13,176",6.784,6.908,0.018540
430,Molecular Neurodegeneration,"2,946",6.780,6.537,0.009520
431,BMC BIOLOGY,"4,588",6.779,7.556,0.016100
432,IEEE Transactions on Industrial Informatics,"6,837",6.764,7.538,0.022030
433,ACS Photonics,"3,354",6.756,6.777,0.015280
434,Geochemical Perspectives,108,6.750,9.727,0.000720
435,ACM COMPUTING SURVEYS,"6,629",6.748,8.961,0.011430
436,CHEMISTRY & BIOLOGY,"12,705",6.743,6.809,0.029250
437,PROGRESS IN PHOTOVOLTAICS,"7,971",6.726,6.255,0.016390
438,DIABETES OBESITY & METABOLISM,"8,333",6.715,6.261,0.023290
439,AGING CELL,"7,200",6.714,6.456,0.020340
440,Earth System Science Data,935,6.696,Not Available,0.005790
441,MOLECULAR THERAPY,"15,093",6.688,6.828,0.032360
442,MAYO CLINIC PROCEEDINGS,"12,492",6.686,7.281,0.024620
443,AMERICAN PSYCHOLOGIST,"21,085",6.681,7.329,0.011680
444,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,"1,301",6.667,5.721,0.000650
445,QUARTERLY JOURNAL OF ECONOMICS,"20,930",6.662,9.681,0.051070
446,JOURNAL OF NUCLEAR MEDICINE,"24,977",6.646,6.459,0.037460
447,IEEE Transactions on Smart Grid,"11,251",6.645,8.315,0.034540
448,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"3,355",6.639,7.089,0.007550
449,CURRENT OPINION IN MICROBIOLOGY,"9,036",6.635,6.850,0.019790
450,BRAIN PATHOLOGY,"4,580",6.624,5.298,0.008440
451,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"7,898",6.614,6.124,0.023400
452,PLoS Pathogens,"37,598",6.608,7.456,0.142530
453,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"32,950",6.607,6.231,0.051610
454,Circulation-Cardiovascular Interventions,"4,207",6.598,7.081,0.019570
455,Journal of Thoracic Oncology,"12,094",6.595,5.983,0.032210
456,ORGANIC LETTERS,"93,207",6.579,5.836,0.162700
457,CEREBRAL CORTEX,"27,496",6.559,6.943,0.063120
458,BRITISH JOURNAL OF SPORTS MEDICINE,"15,691",6.557,6.644,0.031470
459,CRITICAL REVIEWS IN BIOTECHNOLOGY,"2,412",6.542,7.014,0.003570
460,MOLECULAR & CELLULAR PROTEOMICS,"17,743",6.540,6.759,0.052670
461,INTERNATIONAL JOURNAL OF CANCER,"49,805",6.513,5.573,0.073900
462,GASTROINTESTINAL ENDOSCOPY,"22,589",6.501,6.346,0.032950
463,Polymer Reviews,"1,560",6.459,7.153,0.002030
464,PLANT PHYSIOLOGY,"76,834",6.456,7.428,0.081450
465,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,"1,147",6.455,5.453,0.001470
466,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"18,262",6.442,7.860,0.019820
466,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"18,262",6.442,7.860,0.019820
468,AMERICAN JOURNAL OF BIOETHICS,"1,813",6.434,5.725,0.004240
468,AMERICAN JOURNAL OF BIOETHICS,"1,813",6.434,5.725,0.004240
470,Frontiers in Immunology,"12,225",6.429,5.849,0.058290
471,Nanotoxicology,"3,553",6.428,6.327,0.008470
472,NEUROPSYCHOPHARMACOLOGY,"23,920",6.403,6.991,0.046680
473,DRUG DELIVERY,"2,939",6.402,5.063,0.002870
474,JOURNAL OF POWER SOURCES,"99,158",6.395,6.117,0.135950
475,Molecular Therapy-Nucleic Acids,"1,490",6.392,5.794,0.006870
476,Nature Reviews Disease Primers,315,6.389,6.389,0.001330
477,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,"7,720",6.387,6.457,0.013500
478,Advances in Immunology,"2,288",6.383,5.858,0.005120
479,CANCER LETTERS,"26,657",6.375,5.851,0.040290
480,Circulation-Heart Failure,"5,492",6.372,7.170,0.024830
481,DRUG DISCOVERY TODAY,"12,405",6.369,6.657,0.021450
482,NEUROPSYCHOLOGY REVIEW,"2,478",6.352,7.078,0.004640
482,NEUROPSYCHOLOGY REVIEW,"2,478",6.352,7.078,0.004640
484,Journal of Hematology & Oncology,"2,879",6.350,5.853,0.007910
485,BRITISH JOURNAL OF PSYCHIATRY,"23,445",6.347,7.828,0.024940
485,BRITISH JOURNAL OF PSYCHIATRY,"23,445",6.347,7.828,0.024940
487,BREAST CANCER RESEARCH,"10,541",6.345,6.468,0.023820
488,IEEE Computational Intelligence Magazine,872,6.343,4.337,0.001650
489,BLOOD REVIEWS,"2,380",6.342,5.791,0.005300
490,ANTIOXIDANTS & REDOX SIGNALING,"17,831",6.337,6.987,0.040180
490,CARBON,"59,670",6.337,6.834,0.079480
490,Redox Biology,"2,540",6.337,6.899,0.009150
493,International Journal of Neural Systems,"1,503",6.333,4.660,0.002670
493,TRENDS IN PARASITOLOGY,"5,669",6.333,6.238,0.010960
495,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"11,449",6.327,7.987,0.026130
495,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"11,449",6.327,7.987,0.026130
497,ANALYTICAL CHEMISTRY,"117,787",6.320,6.016,0.157110
498,Acta Biomaterialia,"25,350",6.319,6.804,0.051170
498,CHEMICAL COMMUNICATIONS,"182,435",6.319,6.238,0.368920
500,Journal of the International AIDS Society,"2,682",6.296,6.005,0.012150
501,Therapeutic Advances in Medical Oncology,787,6.294,Not Available,0.002420
502,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"27,700",6.287,6.643,0.041180
503,JOURNAL OF BONE AND MINERAL RESEARCH,"25,813",6.284,6.628,0.041770
504,CRITICAL REVIEWS IN MICROBIOLOGY,"2,075",6.281,5.978,0.003260
505,JOURNAL OF INFECTIOUS DISEASES,"45,763",6.273,5.724,0.088610
506,Annual Review of Environment and Resources,"3,039",6.268,8.875,0.004590
506,Annual Review of Environment and Resources,"3,039",6.268,8.875,0.004590
508,Advances in Cancer Research,"2,187",6.267,5.707,0.003200
509,REMOTE SENSING OF ENVIRONMENT,"41,043",6.265,7.653,0.046840
510,Cochrane Database of Systematic Reviews,"54,740",6.264,7.084,0.165960
511,JOURNAL OF MEDICINAL CHEMISTRY,"67,933",6.259,5.896,0.084190
512,EDUCATIONAL PSYCHOLOGIST,"4,197",6.257,8.929,0.004230
513,ACTA NUMERICA,"1,541",6.250,Not Available,0.002630
514,BRITISH JOURNAL OF ANAESTHESIA,"19,005",6.238,6.235,0.028400
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"16,890",6.226,7.321,0.023780
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"16,890",6.226,7.321,0.023780
517,CHEMICAL ENGINEERING JOURNAL,"60,192",6.216,6.159,0.100090
518,SEMINARS IN ONCOLOGY,"5,448",6.212,4.574,0.008120
519,Molecular Cancer,"9,134",6.204,6.335,0.018240
520,MOLECULAR BIOLOGY AND EVOLUTION,"42,339",6.202,14.558,0.104240
521,GLIA,"12,781",6.200,5.971,0.021870
522,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"145,022",6.198,6.960,0.190790
523,MOLECULAR NEUROBIOLOGY,"7,338",6.190,5.767,0.017400
524,INTERNATIONAL JOURNAL OF CARDIOLOGY,"25,609",6.189,4.852,0.067960
525,BMJ Quality & Safety,"3,259",6.186,5.053,0.015840
525,BMJ Quality & Safety,"3,259",6.186,5.053,0.015840
527,ACS Macro Letters,"7,015",6.185,6.073,0.027760
528,BRITISH JOURNAL OF CANCER,"45,262",6.176,5.908,0.073220
529,PLANT CELL AND ENVIRONMENT,"20,444",6.173,6.555,0.023830
530,AMERICAN JOURNAL OF TRANSPLANTATION,"21,844",6.165,6.222,0.049510
531,Alzheimers Research & Therapy,"1,699",6.154,5.643,0.007160
532,CHEST,"49,091",6.147,7.327,0.062770
533,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"3,202",6.143,8.889,0.001460
533,NEUROSIGNALS,653,6.143,2.769,0.000660
535,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"6,101",6.136,6.831,0.007830
536,CURRENT OPINION IN NEUROBIOLOGY,"13,188",6.133,6.767,0.036660
537,Blood Cancer Journal,"1,270",6.126,5.092,0.006310
538,IEEE Transactions on Neural Networks and Learning Systems,"16,688",6.108,6.179,0.026130
539,ENDOSCOPY,"10,295",6.107,5.722,0.017120
540,PLoS Genetics,"39,330",6.100,7.058,0.184040
541,MOLECULAR ECOLOGY,"36,225",6.086,6.644,0.063070
542,DIABETOLOGIA,"28,710",6.080,6.358,0.051110
543,Brain Stimulation,"3,905",6.078,6.033,0.012990
544,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,"8,106",6.077,6.705,0.010520
544,SEPARATION AND PURIFICATION REVIEWS,575,6.077,5.327,0.000770
546,PHYSIOLOGY,"2,946",6.076,6.394,0.006070
547,CANCER,"66,326",6.072,5.629,0.074010
548,JOURNAL OF HAZARDOUS MATERIALS,"84,058",6.065,6.393,0.081830
549,JOURNAL OF HIGH ENERGY PHYSICS,"78,730",6.063,4.992,0.183340
550,HEART,"16,722",6.059,5.356,0.036120
551,Environmental Science-Nano,793,6.047,6.056,0.002180
552,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"9,151",6.045,7.530,0.023630
552,LAB ON A CHIP,"27,408",6.045,6.165,0.055910
554,JOURNAL OF FINANCE,"29,644",6.043,8.960,0.056560
555,JOURNAL OF MEMBRANE SCIENCE,"54,921",6.035,5.983,0.060950
556,STROKE,"60,469",6.032,6.494,0.093430
557,EUROPEAN JOURNAL OF CANCER,"27,303",6.029,5.867,0.047970
558,European Heart Journal-Cardiovascular Imaging,"3,168",5.990,5.077,0.014360
559,JOURNAL OF NEUROSCIENCE,"171,800",5.988,6.562,0.319370
559,Journal of Molecular Cell Biology,"1,655",5.988,7.251,0.006780
561,EPIDEMIOLOGY,"11,965",5.986,6.587,0.020720
561,EPIDEMIOLOGY,"11,965",5.986,6.587,0.020720
563,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,"2,929",5.974,7.120,0.005170
564,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"2,144",5.971,7.699,0.003840
565,Cell Death & Disease,"11,593",5.965,6.147,0.042410
566,BRAIN BEHAVIOR AND IMMUNITY,"10,719",5.964,6.183,0.026400
567,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"16,090",5.957,5.783,0.024590
567,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"16,090",5.957,5.783,0.024590
569,ACS Sustainable Chemistry & Engineering,"6,708",5.951,6.079,0.016340
570,ARCHIVES OF TOXICOLOGY,"7,588",5.901,5.650,0.013940
570,PLANT JOURNAL,"40,282",5.901,6.371,0.053390
572,BRITISH JOURNAL OF SURGERY,"22,447",5.899,6.084,0.032980
573,Cellular & Molecular Immunology,"2,691",5.897,5.258,0.007540
574,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,"9,445",5.888,9.505,0.007020
575,CARDIOVASCULAR RESEARCH,"21,894",5.878,5.833,0.030300
576,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,"12,254",5.869,7.433,0.008490
577,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"36,908",5.846,6.920,0.069470
578,DEVELOPMENT,"52,509",5.843,6.216,0.093260
579,MACROMOLECULES,"102,000",5.835,5.728,0.101440
579,NEUROIMAGE,"85,630",5.835,6.943,0.172800
581,JOURNAL OF EXPERIMENTAL BOTANY,"40,164",5.830,6.538,0.062780
582,CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,740",5.825,5.908,0.019550
583,JAMA Dermatology,"2,568",5.817,6.152,0.010980
584,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,"1,475",5.815,5.878,0.001870
585,JOURNAL OF ECOLOGY,"17,195",5.813,6.499,0.025670
585,Journal of Crohns & Colitis,"5,026",5.813,5.926,0.015370
587,Journal of Clinical Lipidology,"1,994",5.812,4.985,0.007340
588,IUCrJ,756,5.793,5.819,0.003820
589,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,"4,018",5.790,5.288,0.005470
590,ADDICTION,"17,772",5.789,5.767,0.030250
590,ADDICTION,"17,772",5.789,5.767,0.030250
590,Journal of Supply Chain Management,"2,085",5.789,6.795,0.003170
593,CELLULAR AND MOLECULAR LIFE SCIENCES,"21,448",5.788,5.643,0.042590
594,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,"2,444",5.786,4.943,0.004760
595,ANESTHESIOLOGY,"28,232",5.785,6.498,0.031470
596,METABOLISM-CLINICAL AND EXPERIMENTAL,"12,780",5.777,4.258,0.017350
597,PROGRESS IN HUMAN GEOGRAPHY,"4,970",5.776,6.725,0.008780
598,Journal of the American Medical Directors Association,"5,508",5.775,5.449,0.014170
599,JOURNAL OF BUSINESS VENTURING,"8,310",5.774,8.284,0.007980
600,Catalysis Science & Technology,"12,013",5.773,5.809,0.030780
601,MOLECULAR CANCER THERAPEUTICS,"18,257",5.764,6.163,0.033540
602,WILDLIFE MONOGRAPHS,697,5.750,5.222,0.000520
603,TRANSFUSION MEDICINE REVIEWS,"1,254",5.745,4.276,0.002750
604,MODERN PATHOLOGY,"13,061",5.728,6.155,0.024940
605,JOURNAL OF ECONOMIC PERSPECTIVES,"9,480",5.727,7.982,0.025550
606,Acta Crystallographica A-Foundation and Advances,"11,023",5.725,3.505,0.005150
607,Nanomedicine-Nanotechnology Biology and Medicine,"7,861",5.720,6.379,0.015180
608,JOURNAL OF CLEANER PRODUCTION,"30,460",5.715,6.207,0.038690
609,Social Issues and Policy Review,272,5.714,3.868,0.000990
610,Methods in Ecology and Evolution,"6,546",5.708,8.631,0.031260
611,PEDIATRICS,"73,380",5.705,6.476,0.126240
612,INTERNATIONAL JOURNAL OF PLASTICITY,"9,796",5.702,6.358,0.015510
613,MOLECULAR ASPECTS OF MEDICINE,"4,657",5.686,10.802,0.009750
614,IEEE TRANSACTIONS ON POWER SYSTEMS,"33,290",5.680,7.260,0.044480
614,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"14,017",5.680,5.130,0.027240
616,AMERICAN JOURNAL OF SPORTS MEDICINE,"27,957",5.673,6.255,0.042910
617,Evolutionary Applications,"2,890",5.671,5.026,0.010330
618,BRITISH JOURNAL OF HAEMATOLOGY,"23,280",5.670,5.500,0.040980
619,Information Fusion,"2,519",5.667,5.780,0.004600
619,PSYCHOLOGICAL SCIENCE,"26,199",5.667,6.297,0.057250
621,Expert Opinion on Drug Delivery,"5,491",5.657,5.557,0.009630
622,BIORESOURCE TECHNOLOGY,"93,612",5.651,6.102,0.122100
623,Advances in Experimental Social Psychology,"4,200",5.650,7.229,0.002690
624,ADVANCED SYNTHESIS & CATALYSIS,"20,548",5.646,5.229,0.038380
625,FUNCTIONAL ECOLOGY,"13,390",5.630,5.819,0.021980
626,THROMBOSIS AND HAEMOSTASIS,"17,662",5.627,5.000,0.029750
627,Epilepsy Currents,644,5.625,4.143,0.001650
627,JAMA Ophthalmology,"3,089",5.625,5.425,0.014040
629,FREE RADICAL BIOLOGY AND MEDICINE,"36,732",5.606,5.886,0.045280
630,Artificial Cells Nanomedicine and Biotechnology,903,5.605,4.139,0.000910
630,Emerging Microbes & Infections,754,5.605,4.957,0.003250
632,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,"4,349",5.601,6.037,0.014920
633,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,"1,608",5.600,4.840,0.004480
634,STEM CELLS,"20,822",5.599,6.281,0.038040
635,Kidney International Supplements,"1,501",5.593,12.214,0.007270
636,Advances in Applied Microbiology,"1,495",5.590,4.710,0.001940
637,ENERGY CONVERSION AND MANAGEMENT,"34,034",5.589,5.472,0.043630
638,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,"2,737",5.578,7.731,0.003630
639,Journal of Stroke,505,5.576,Not Available,0.002390
640,Annual Review of Chemical and Biomolecular Engineering,"1,154",5.571,8.890,0.004160
641,Journal of Environmental Informatics,545,5.562,3.222,0.001260
642,AMERICAN JOURNAL OF MEDICINE,"24,050",5.550,5.514,0.026790
643,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,"8,359",5.547,4.966,0.018450
644,ASTROPHYSICAL JOURNAL,"206,609",5.533,5.342,0.375490
645,DESALINATION,"35,235",5.527,5.905,0.036450
646,Astrophysical Journal Letters,"47,025",5.522,4.914,0.119550
647,THYROID,"10,802",5.515,5.068,0.018360
648,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"3,062",5.500,6.270,0.003200
648,SEMINARS IN LIVER DISEASE,"3,780",5.500,5.505,0.005460
650,FASEB JOURNAL,"42,242",5.498,5.435,0.057590
651,BRITISH JOURNAL OF PHARMACOLOGY,"31,633",5.491,5.054,0.043010
652,INTERNATIONAL JOURNAL OF OBESITY,"21,740",5.487,5.761,0.033040
653,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,"11,291",5.476,5.725,0.028170
654,TOBACCO CONTROL,"6,544",5.469,5.319,0.015890
654,TOBACCO CONTROL,"6,544",5.469,5.319,0.015890
656,Advances in Organometallic Chemistry,757,5.462,6.667,0.000670
657,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"76,719",5.455,6.215,0.114460
658,Gastric Cancer,"3,900",5.454,5.970,0.008450
659,AUTOMATICA,"32,709",5.451,6.016,0.057630
659,JOURNAL OF MEDICAL GENETICS,"11,709",5.451,5.630,0.021160
661,PAIN,"35,333",5.445,6.458,0.044360
662,REVIEWS IN MEDICAL VIROLOGY,"1,839",5.439,4.869,0.003270
663,Advances in Genetics,"1,447",5.431,5.412,0.003530
664,Physics of the Dark Universe,647,5.425,6.707,0.002870
665,Circulation-Arrhythmia and Electrophysiology,"5,670",5.410,5.582,0.023660
666,Annual Review of Sociology,"8,892",5.404,7.275,0.008860
666,DNA RESEARCH,"2,773",5.404,5.524,0.005040
668,SENSORS AND ACTUATORS B-CHEMICAL,"56,215",5.401,4.855,0.070860
669,ENVIRONMENTAL MICROBIOLOGY,"19,732",5.395,5.965,0.036980
670,ACS Synthetic Biology,"2,140",5.382,5.267,0.012410
671,BIOSCIENCE,"15,467",5.378,6.574,0.013640
672,Polymer Chemistry,"17,506",5.375,5.123,0.049550
673,Protein & Cell,"1,898",5.374,3.599,0.007310
674,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,"20,369",5.363,5.164,0.024380
674,CURRENT OPINION IN PHARMACOLOGY,"6,341",5.363,4.840,0.012500
676,CRITICAL CARE,"19,632",5.358,5.926,0.048490
677,SEMINARS IN RADIATION ONCOLOGY,"2,232",5.356,4.610,0.003900
678,ANNALS OF EMERGENCY MEDICINE,"12,258",5.352,5.447,0.017950
679,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,"3,413",5.347,4.845,0.006380
680,ECONOMIC GEOGRAPHY,"2,360",5.344,6.085,0.002350
681,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,"1,422",5.340,5.506,0.001900
681,HUMAN MOLECULAR GENETICS,"37,849",5.340,5.689,0.089700
683,ATMOSPHERIC CHEMISTRY AND PHYSICS,"40,765",5.318,5.896,0.095240
683,JOURNAL OF MARKETING,"22,986",5.318,8.971,0.010610
685,CHEMISTRY-A EUROPEAN JOURNAL,"88,886",5.317,5.184,0.191940
685,Journal of Allergy and Clinical Immunology-In Practice,"1,653",5.317,5.641,0.006190
687,Molecular Oncology,"3,895",5.314,5.957,0.012380
688,Environmental Science & Technology Letters,985,5.308,5.763,0.004240
689,BASIC RESEARCH IN CARDIOLOGY,"3,770",5.306,4.965,0.007650
690,ACTA MATERIALIA,"54,568",5.301,5.586,0.086040
690,IEEE Journal of Selected Topics in Signal Processing,"4,517",5.301,5.294,0.016310
690,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,"8,754",5.301,6.793,0.012980
690,JOURNAL OF APPLIED ECOLOGY,"16,046",5.301,5.989,0.023290
694,EUROPEAN PHYSICAL JOURNAL C,"18,242",5.297,4.744,0.054320
695,Seminars in Immunopathology,"2,547",5.296,6.873,0.009620
696,EPILEPSIA,"24,716",5.295,4.962,0.036710
697,CLINICAL MICROBIOLOGY AND INFECTION,"13,813",5.292,5.245,0.040290
698,JOURNAL OF CLINICAL PSYCHIATRY,"19,061",5.291,5.766,0.023000
698,JOURNAL OF CLINICAL PSYCHIATRY,"19,061",5.291,5.766,0.023000
698,NUTRITION REVIEWS,"6,883",5.291,6.428,0.010240
701,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"18,059",5.287,5.933,0.041260
701,NEURAL NETWORKS,"8,741",5.287,4.028,0.010230
703,AMERICAN JOURNAL OF HEMATOLOGY,"8,776",5.275,4.105,0.021300
704,ENDOCRINE-RELATED CANCER,"6,547",5.267,5.435,0.011530
704,QUARTERLY REVIEWS OF BIOPHYSICS,"2,290",5.267,7.095,0.003280
706,CLINICAL AND EXPERIMENTAL ALLERGY,"10,959",5.264,4.871,0.015390
706,INTEGRATED COMPUTER-AIDED ENGINEERING,632,5.264,3.060,0.001230
708,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,"2,403",5.263,4.682,0.005400
708,REVIEW OF EDUCATIONAL RESEARCH,"6,917",5.263,10.071,0.004660
710,Journal of Materials Chemistry C,"21,022",5.256,5.312,0.057650
711,ACADEMIC MEDICINE,"13,091",5.255,4.901,0.026250
711,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"8,860",5.255,7.269,0.017950
713,ANGIOGENESIS,"2,549",5.253,4.649,0.005240
714,CURRENT ISSUES IN MOLECULAR BIOLOGY,602,5.250,5.733,0.000790
715,BIOMACROMOLECULES,"34,220",5.246,6.001,0.048060
716,CORROSION SCIENCE,"31,335",5.245,5.332,0.030780
716,Journal of Chemical Theory and Computation,"24,768",5.245,6.016,0.073150
718,Biofabrication,"1,922",5.240,5.820,0.004710
719,Advances in Nutrition,"2,754",5.233,7.305,0.011440
720,PROGRESS IN INORGANIC CHEMISTRY,"1,105",5.231,4.000,0.000630
721,PSYCHOLOGICAL MEDICINE,"21,253",5.230,5.772,0.038300
721,PSYCHOLOGICAL MEDICINE,"21,253",5.230,5.772,0.038300
721,RESUSCITATION,"12,023",5.230,4.587,0.023100
724,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,"39,185",5.226,5.064,0.050320
725,JOURNAL OF ECONOMIC LITERATURE,"7,227",5.220,10.147,0.018180
726,CLINICAL PHARMACOKINETICS,"7,479",5.216,5.654,0.007910
727,OBSTETRICS AND GYNECOLOGY,"32,073",5.215,5.776,0.055710
728,JOURNAL OF OPERATIONS MANAGEMENT,"8,425",5.207,8.618,0.007400
728,JOURNAL OF OPERATIONS MANAGEMENT,"8,425",5.207,8.618,0.007400
730,Biotechnology for Biofuels,"6,029",5.203,6.732,0.017440
731,MRS BULLETIN,"7,089",5.199,6.076,0.015260
